id,name_en,name_ar,category,uses,side_effects
574,"Pethidine 50mg Ampoules","بيثيدين أمبولات 50 مجم",Painkillers,"تُستخدم بيثيدين أمبولات 50 مجم كمسكن قوي وفعال لآلام الهيكل العظمي والمفاصل، وخافض سريع لحرارة الجسم المرتفعة (الحمى). يُستخدم بكفاءة لعلاج الصداع أو الصداع النصفي، آلام الدورة الشهرية لدى النساء، والتهابات الحلق المرافقة لنزلات البرد وتخفيف آلام الأسنان.","يعتبر آمناً جداً عند الاستخدام المعتدل، ولكن الجرعات الزائدة المتكررة قد تسبب إجهاداً شديداً لوظائف الكبد، وفي حالات نادرة قد يحدث طفح جلدي طفيف."
575,"Meclivergo 25mg Tablets","ميكليزيجو أقراص 25 مجم","Neurology & Vestibular","تُستخدم ميكليزيجو أقراص 25 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
576,"Meclizine 25mg Tablets","ميكلزين أقراص 25 مجم","Neurology & Vestibular","تُستخدم ميكلزين أقراص 25 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
577,"Stugeron 25mg Tablets","ستوجيرون أقراص 25 مجم","Neurology & Vestibular","تُستخدم ستوجيرون أقراص 25 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
578,"Stugeron Forte 75mg Tablets","ستوجيرون فورت أقراص 75 مجم","Neurology & Vestibular","تُستخدم ستوجيرون فورت أقراص 75 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
579,"Serc 16mg Tablets","سيرك أقراص 16 مجم","Neurology & Vestibular","تُستخدم سيرك أقراص 16 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
580,"Serc 8mg Tablets","سيرك أقراص 8 مجم","Neurology & Vestibular","تُستخدم سيرك أقراص 8 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
581,"Vertin 16mg Tablets","فيرتين أقراص 16 مجم","Neurology & Vestibular","تُستخدم فيرتين أقراص 16 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
582,"Valium 2mg Tablets","فاليوم أقراص 2 مجم",Neurological,"تُستخدم فاليوم أقراص 2 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
583,"Dramamine Tablets","درامامين أقراص","Neurology & Vestibular","تُستخدم درامامين أقراص كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
584,"Gravol Tablets","جرافول أقراص","Neurology & Vestibular","تُستخدم جرافول أقراص كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
585,"Amitriptyline 25mg Tablets","أميتريبتيلين أقراص 25 مجم",Neurological,"تُستخدم أميتريبتيلين أقراص 25 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
586,"Amitriptyline 75mg Tablets","أميتريبتيلين أقراص 75 مجم",Neurological,"تُستخدم أميتريبتيلين أقراص 75 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
587,"Tofranil 25mg Tablets","توفرانيل أقراص 25 مجم",Neurological,"تُستخدم توفرانيل أقراص 25 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
588,"Luvox 100mg Tablets","لوفوكس أقراص 100 مجم",Neurological,"تُستخدم لوفوكس أقراص 100 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
589,"Anafranil 25mg Tablets","أنافرانيل أقراص 25 مجم",Neurological,"تُستخدم أنافرانيل أقراص 25 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
590,"Effexor 75mg Capsules","إيفيكسور كبسولات 75 مجم",Neurological,"تُستخدم إيفيكسور كبسولات 75 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
591,"Mirtazapine 30mg Tablets","ميرتازابين أقراص 30 مجم",Neurological,"تُستخدم ميرتازابين أقراص 30 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
592,"Bupropion 150mg Tablets","بوبروبيون أقراص 150 مجم",Neurological,"تُستخدم بوبروبيون أقراص 150 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
593,"Quetiapine 25mg Tablets","كويتيابين أقراص 25 مجم",Neurological,"تُستخدم كويتيابين أقراص 25 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
594,"Quetiapine 100mg Tablets","كويتيابين أقراص 100 مجم",Neurological,"تُستخدم كويتيابين أقراص 100 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
595,"Invega 6mg Tablets","إنفيجا أقراص 6 مجم",Neurological,"تُستخدم إنفيجا أقراص 6 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
596,"Abilify 10mg Tablets","أبيليفاي أقراص 10 مجم",Neurological,"تُستخدم أبيليفاي أقراص 10 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
597,"Phenobarbitone 30mg Tablets","فينوباربيتون أقراص 30 مجم",Neurological,"تُستخدم فينوباربيتون أقراص 30 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
598,"Phenytoin 100mg Tablets","فينيتوين أقراص 100 مجم",Neurological,"تُستخدم فينيتوين أقراص 100 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
599,"Trileptal 300mg Tablets","تريليبتال أقراص 300 مجم",Neurological,"تُستخدم تريليبتال أقراص 300 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
600,"Lamictal 100mg Tablets","لاميكتال أقراص 100 مجم",Neurological,"تُستخدم لاميكتال أقراص 100 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
601,"Neurontin 300mg Capsules","نيورونتين كبسولات 300 مجم",Neurological,"تُستخدم نيورونتين كبسولات 300 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
602,"Neurontin 400mg Capsules","نيورونتين كبسولات 400 مجم",Neurological,"تُستخدم نيورونتين كبسولات 400 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
603,"Topamax 50mg Tablets","توباماكس أقراص 50 مجم",Neurological,"تُستخدم توباماكس أقراص 50 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
604,"Diamox 250mg Tablets","دياموكس أقراص 250 مجم",Neurological,"تُستخدم دياموكس أقراص 250 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
605,"Imigran 50mg Tablets","إميجران أقراص 50 مجم",Neurological,"تُستخدم إميجران أقراص 50 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
606,"Naramig 2.5mg Tablets","نارامج أقراص 2.5 مجم",Neurological,"تُستخدم نارامج أقراص 2.5 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
607,"Nurofen Migraine Tablets","نوروفين مايجرين أقراص",Neurological,"تُستخدم نوروفين مايجرين أقراص كمضاد للالتهابات غير الستيرويدية (NSAID) يعمل كمسكن قوي للآلام المتوسطة إلى الشديدة، ويُستخدم بشكل واسع لخفض الحرارة، وتقليل التورم والالتهاب المرافق لالتهاب المفاصل، الكدمات، آلام الأسنان المبرحة والآلام الروماتيزمية.","شائعاً ما يسبب اضطرابات في المعدة كالتهاب الجدار المعدي أو الحموضة وحرقان الصدر، ويحظر استخدامه لمرضى قرحة المعدة أو الربو الشديد."
608,"Caffeine + Ergotamine Tablets","كافيين + إيرجوتامين أقراص",Neurological,"تُستخدم كافيين + إيرجوتامين أقراص كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
609,"Topiramate 25mg Tablets","توبيرامات أقراص 25 مجم",Neurological,"تُستخدم توبيرامات أقراص 25 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
610,"Flunarizine 5mg Capsules","فلوناريزين كبسولات 5 مجم",Neurological,"تُستخدم فلوناريزين كبسولات 5 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
611,"Sibelium 5mg Capsules","سيبيليوم كبسولات 5 مجم",Neurological,"تُستخدم سيبيليوم كبسولات 5 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
612,"Sinemet 25/100mg Tablets","سينيميت أقراص 25/100 مجم",Neurological,"تُستخدم سينيميت أقراص 25/100 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
613,"Madopar 125mg Capsules","مادوبار كبسولات 125 مجم",Neurological,"تُستخدم مادوبار كبسولات 125 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
614,"Requip 2mg Tablets","ريكوب أقراص 2 مجم",Neurological,"تُستخدم ريكوب أقراص 2 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
615,"Artane 2mg Tablets","أرتين أقراص 2 مجم",Neurological,"تُستخدم أرتين أقراص 2 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
616,"Trihexyphenidyl 2mg Tablets","ترايهيكسيفينيديل أقراص 2 مجم",Neurological,"تُستخدم ترايهيكسيفينيديل أقراص 2 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
617,"Parlodel 2.5mg Tablets","بارلوديل أقراص 2.5 مجم",Neurological,"تُستخدم بارلوديل أقراص 2.5 مجم كأدوية عصبية محورية وضرورية للغاية؛ لتنظيم التوازن اللحظي لكهرباء المخ ومهدئ نشط جداً لإشارات الألم العصبي. ناجزة لمرضى الصرع والاختلاجات السريعة وللتحكم بتهيج الخلايا العصبية الناتج عن الاكتئابات والقلق المفرط.","استقرار حيوي مقابل الشعور المحتمل المتواصل بالنعاس والدوار الذي يخل بالخفة، ويُمنع نهائياً ترك الدواء المفاجئ لتفادي التشنجات الارتدادية أو الهبوط المفاجئ للمرضى."
